,meta_game_name,meta_platform,meta_publisher,meta_release_date,meta_critic_score,meta_user_score,meta_esrb,meta_genre,meta_multiplayer,meta_full_url
271,"
LEGO Dimensions
","

                                                        Wii U
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Sep 27, 2015",62,"
6.4
",E10+,Action Adventure,no,https://www.metacritic.com/game/wii-u/lego-dimensions
272,"
Batman: Return to Arkham
","

                                                        PlayStation 4
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Oct 18, 2016",73,"
8.5
",T,Miscellaneous,no,https://www.metacritic.com/game/playstation-4/batman-return-to-arkham
273,"
Sengoku Basara: Samurai Heroes
","

                                                        PlayStation 3
                                                    
","

                                                        Capcom
                                                    
","Oct 12, 2010",61,"
8.1
",T,Action,no,https://www.metacritic.com/game/playstation-3/sengoku-basara-samurai-heroes
274,"
X2: Wolverine's Revenge
","

                                                        PlayStation 2
                                                    
","

                                                        Activision
                                                    
","Apr 14, 2003",58,"
7.4
",T,Action Adventure,no,https://www.metacritic.com/game/playstation-2/x2-wolverines-revenge
275,"
Dead Island: Riptide
","

                                                        PlayStation 3
                                                    
","

                                                        Deep Silver
                                                    
","Apr 23, 2013",62,"
6.0
",M,Action,yes,https://www.metacritic.com/game/playstation-3/dead-island-riptide
276,"
Onimusha: Dawn of Dreams
","

                                                        PlayStation 2
                                                    
","

                                                        Capcom
                                                    
","Mar  7, 2006",81,"
8.8
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-2/onimusha-dawn-of-dreams
277,"
LEGO Star Wars II: The Original Trilogy
","

                                                        Xbox 360
                                                    
","

                                                        LucasArts
                                                    
","Sep 12, 2006",81,"
8.0
",E10+,Action Adventure,yes,https://www.metacritic.com/game/xbox-360/lego-star-wars-ii-the-original-trilogy
278,"
Iron Man
","
                                                        PSP
                                    		    ","

                                                        Sega
                                                    
","May  2, 2008",44,"
6.4
",T,Action,no,https://www.metacritic.com/game/psp/iron-man
279,"
The Lord of the Rings: Conquest
","

                                                        Xbox 360
                                                    
","

                                                        Electronic Arts
                                                    
","Jan 13, 2009",55,"
7.0
",T,Action Adventure,yes,https://www.metacritic.com/game/xbox-360/the-lord-of-the-rings-conquest
280,"
LEGO The Incredibles
","

                                                        Switch
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Jun 15, 2018",65,"
7.3
",E10+,Action Adventure,no,https://www.metacritic.com/game/switch/lego-the-incredibles
281,"
LEGO Pirates of the Caribbean: The Video Game
","

                                                        3DS
                                                    
","

                                                        Disney Interactive Studios
                                                    
","May 10, 2011",71,"
7.1
",E10+,Action Adventure,no,https://www.metacritic.com/game/3ds/lego-pirates-of-the-caribbean-the-video-game
282,"
Transformers: Revenge of the Fallen
","

                                                        Xbox 360
                                                    
","

                                                        Activision
                                                    
","Jun 23, 2009",61,"
7.4
",T,Action,yes,https://www.metacritic.com/game/xbox-360/transformers-revenge-of-the-fallen
283,"
Ghostbusters: The Video Game
","

                                                        Xbox 360
                                                    
","

                                                        Atari
                                                    
					, 						
                                                        Atari SA
                                                    
","Jun 16, 2009",79,"
8.5
",T,Action,yes,https://www.metacritic.com/game/xbox-360/ghostbusters-the-video-game
284,"
Metal Gear Solid 2: Substance
","
                                                        Xbox
                                    		    ","

                                                        Konami
                                                    
","Nov  4, 2002",87,"
8.4
",M,Action Adventure,no,https://www.metacritic.com/game/xbox/metal-gear-solid-2-substance
285,"
Warriors Orochi 3
","

                                                        PlayStation 3
                                                    
","

                                                        Tecmo Koei America Corp.
                                                    
					, 						
                                                        Tecmo Koei Games
                                                    
","Mar 20, 2012",70,"
7.9
",T,Action,yes,https://www.metacritic.com/game/playstation-3/warriors-orochi-3
286,"
Red Dead Redemption 2
","

                                                        PlayStation 4
                                                    
","

                                                        Rockstar Games
                                                    
","Oct 26, 2018",97,"
8.6
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-4/red-dead-redemption-2
287,"
Assassin's Creed III
","

                                                        PlayStation 3
                                                    
","

                                                        Ubisoft
                                                    
","Oct 30, 2012",85,"
6.9
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-3/assassins-creed-iii
288,"
Red Dead Redemption 2
","

                                                        Xbox One
                                                    
","

                                                        Rockstar Games
                                                    
","Oct 26, 2018",97,"
8.1
",M,Action Adventure,yes,https://www.metacritic.com/game/xbox-one/red-dead-redemption-2
289,"
Assassin's Creed III
","

                                                        Xbox 360
                                                    
","

                                                        Ubisoft
                                                    
","Oct 30, 2012",84,"
6.8
",M,Action Adventure,yes,https://www.metacritic.com/game/xbox-360/assassins-creed-iii
290,"
Watch Dogs
","

                                                        PlayStation 4
                                                    
","

                                                        Ubisoft
                                                    
","May 27, 2014",80,"
6.5
",M,Modern,yes,https://www.metacritic.com/game/playstation-4/watch-dogs
291,"
Assassin's Creed IV: Black Flag
","

                                                        PlayStation 3
                                                    
","

                                                        Ubisoft
                                                    
","Oct 29, 2013",88,"
8.2
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-3/assassins-creed-iv-black-flag
292,"
Assassin's Creed IV: Black Flag
","

                                                        Xbox 360
                                                    
","

                                                        Ubisoft
                                                    
","Oct 29, 2013",86,"
8.0
",M,Action Adventure,yes,https://www.metacritic.com/game/xbox-360/assassins-creed-iv-black-flag
293,"
Assassin's Creed IV: Black Flag
","

                                                        PlayStation 4
                                                    
","

                                                        Ubisoft
                                                    
","Nov 12, 2013",83,"
7.9
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-4/assassins-creed-iv-black-flag
294,"
Assassin's Creed Odyssey
","

                                                        PlayStation 4
                                                    
","

                                                        Ubisoft
                                                    
","Oct  2, 2018",83,"
6.5
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-4/assassins-creed-odyssey
295,"
Mafia III
","

                                                        PlayStation 4
                                                    
","

                                                        2K Games
                                                    
","Oct  7, 2016",68,"
5.3
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-4/mafia-iii
296,"
Far Cry Primal
","

                                                        PlayStation 4
                                                    
","

                                                        Ubisoft
                                                    
","Feb 23, 2016",76,"
6.7
",M,Action,no,https://www.metacritic.com/game/playstation-4/far-cry-primal
297,"
Kinect: Disneyland Adventures
","

                                                        Xbox 360
                                                    
","

                                                        Microsoft Game Studios
                                                    
","Nov 15, 2011",73,"
3.2
",E10+,Action Adventure,no,https://www.metacritic.com/game/xbox-360/kinect-disneyland-adventures
298,"
Batman: Arkham Origins
","

                                                        PlayStation 3
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Oct 25, 2013",76,"
7.8
",T,Action Adventure,no,https://www.metacritic.com/game/playstation-3/batman-arkham-origins
299,"
No Man's Sky
","

                                                        PlayStation 4
                                                    
","

                                                        SCEA
                                                    
					, 						
                                                        Hello Games
                                                    
					, 						
                                                        Sony Interactive Entertainment
                                                    
","Aug  9, 2016",71,"
4.8
",T,Action,no,https://www.metacritic.com/game/playstation-4/no-mans-sky
300,"
Just Cause 3
","

                                                        PlayStation 4
                                                    
","

                                                        Square Enix
                                                    
","Dec  1, 2015",73,"
6.4
",M,Sci-Fi,no,https://www.metacritic.com/game/playstation-4/just-cause-3
301,"
Batman: Arkham Origins
","

                                                        Xbox 360
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Oct 25, 2013",74,"
7.6
",T,Action Adventure,no,https://www.metacritic.com/game/xbox-360/batman-arkham-origins
302,"
Shadow of the Tomb Raider
","

                                                        PlayStation 4
                                                    
","

                                                        Square Enix
                                                    
","Sep 12, 2018",75,"
7.3
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-4/shadow-of-the-tomb-raider
303,"
LEGO Batman 2: DC Super Heroes
","

                                                        Xbox 360
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Jun 19, 2012",79,"
6.9
",E10+,Action Adventure,no,https://www.metacritic.com/game/xbox-360/lego-batman-2-dc-super-heroes
304,"
Watch Dogs
","

                                                        Xbox One
                                                    
","

                                                        Ubisoft
                                                    
","May 27, 2014",78,"
6.1
",M,Action Adventure,yes,https://www.metacritic.com/game/xbox-one/watch-dogs
305,"
Tomb Raider: Definitive Edition
","

                                                        PlayStation 4
                                                    
","

                                                        Square Enix
                                                    
","Jan 28, 2014",85,"
8.1
",M,Modern,yes,https://www.metacritic.com/game/playstation-4/tomb-raider-definitive-edition
306,"
Assassin's Creed Odyssey
","

                                                        Xbox One
                                                    
","

                                                        Ubisoft
                                                    
","Oct  2, 2018",87,"
6.3
",M,Action Adventure,no,https://www.metacritic.com/game/xbox-one/assassins-creed-odyssey
307,"
The LEGO Movie Videogame
","

                                                        Xbox 360
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Feb  7, 2014",69,"
7.5
",E10+,Action Adventure,no,https://www.metacritic.com/game/xbox-360/the-lego-movie-videogame
308,"
LEGO Star Wars: The Force Awakens
","

                                                        PlayStation 4
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Jun 28, 2016",78,"
7.4
",E10+,Action Adventure,no,https://www.metacritic.com/game/playstation-4/lego-star-wars-the-force-awakens
309,"
The Last Guardian
","

                                                        PlayStation 4
                                                    
","

                                                        SCEA
                                                    
					, 						
                                                        Sony Interactive Entertainment
                                                    
","Dec  6, 2016",82,"
7.9
",T,Fantasy,no,https://www.metacritic.com/game/playstation-4/the-last-guardian
310,"
LEGO Batman 2: DC Super Heroes
","

                                                        PlayStation 3
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Jun 19, 2012",81,"
7.1
",E10+,Action Adventure,no,https://www.metacritic.com/game/playstation-3/lego-batman-2-dc-super-heroes
311,"
Metal Gear Solid V: Ground Zeroes
","

                                                        PlayStation 4
                                                    
","

                                                        Konami
                                                    
","Mar 18, 2014",75,"
6.4
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-4/metal-gear-solid-v-ground-zeroes
312,"
Shadow of the Colossus
","

                                                        PlayStation 4
                                                    
","

                                                        Sony Interactive Entertainment
                                                    
","Feb  6, 2018",91,"
7.8
",T,Action Adventure,no,https://www.metacritic.com/game/playstation-4/shadow-of-the-colossus
313,"
Mafia III
","

                                                        Xbox One
                                                    
","

                                                        2K Games
                                                    
","Oct  7, 2016",67,"
5.1
",M,Action Adventure,no,https://www.metacritic.com/game/xbox-one/mafia-iii
314,"
Sleeping Dogs
","

                                                        PlayStation 3
                                                    
","

                                                        Square Enix
                                                    
","Aug 14, 2012",83,"
7.7
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-3/sleeping-dogs
315,"
Just Cause 3
","

                                                        Xbox One
                                                    
","

                                                        Square Enix
                                                    
","Dec  1, 2015",71,"
6.9
",M,Sci-Fi,no,https://www.metacritic.com/game/xbox-one/just-cause-3
316,"
Far Cry Primal
","

                                                        Xbox One
                                                    
","

                                                        Ubisoft
                                                    
","Feb 23, 2016",77,"
6.7
",M,Action,no,https://www.metacritic.com/game/xbox-one/far-cry-primal
317,"
Tom Clancy's Splinter Cell: Blacklist
","

                                                        Xbox 360
                                                    
","

                                                        Ubisoft
                                                    
","Aug 20, 2013",82,"
7.6
",M,Action Adventure,yes,https://www.metacritic.com/game/xbox-360/tom-clancys-splinter-cell-blacklist
318,"
Tom Clancy's Splinter Cell: Blacklist
","

                                                        PlayStation 3
                                                    
","

                                                        Ubisoft
                                                    
","Aug 20, 2013",84,"
7.8
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-3/tom-clancys-splinter-cell-blacklist
319,"
The LEGO Movie Videogame
","

                                                        PlayStation 3
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Feb  7, 2014",80,"
6.9
",E10+,Action Adventure,no,https://www.metacritic.com/game/playstation-3/the-lego-movie-videogame
320,"
Sea of Thieves
","

                                                        Xbox One
                                                    
","

                                                        Microsoft Game Studios
                                                    
","Mar 20, 2018",69,"
5.3
",T,Role-Playing,yes,https://www.metacritic.com/game/xbox-one/sea-of-thieves
321,"
Sleeping Dogs
","

                                                        Xbox 360
                                                    
","

                                                        Square Enix
                                                    
","Aug 14, 2012",80,"
8.0
",M,Modern,no,https://www.metacritic.com/game/xbox-360/sleeping-dogs
322,"
Paper Mario: Color Splash
","

                                                        Wii U
                                                    
","

                                                        Nintendo
                                                    
","Oct  7, 2016",76,"
7.1
",E,Role-Playing,no,https://www.metacritic.com/game/wii-u/paper-mario-color-splash
323,"
Darksiders II
","

                                                        PlayStation 3
                                                    
","

                                                        THQ
                                                    
","Aug 14, 2012",84,"
7.2
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-3/darksiders-ii
324,"
Darksiders II
","

                                                        Xbox 360
                                                    
","

                                                        THQ
                                                    
","Aug 14, 2012",83,"
8.2
",M,Action Adventure,no,https://www.metacritic.com/game/xbox-360/darksiders-ii
325,"
Shadow of the Tomb Raider
","

                                                        Xbox One
                                                    
","

                                                        Square Enix
                                                    
","Sep 12, 2018",82,"
7.3
",M,Action Adventure,yes,https://www.metacritic.com/game/xbox-one/shadow-of-the-tomb-raider
326,"
PokePark 2: Wonders Beyond
","
                                                        Wii
                                    		    ","

                                                        Nintendo
                                                    
","Feb 27, 2012",60,"
7.7
",E,Action Adventure,no,https://www.metacritic.com/game/wii/pokepark-2-wonders-beyond
327,"
The LEGO Movie Videogame
","

                                                        PlayStation 4
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Feb  7, 2014",71,"
7.1
",E10+,Fantasy,no,https://www.metacritic.com/game/playstation-4/the-lego-movie-videogame
328,"
Disney Infinity
","

                                                        Wii U
                                                    
","

                                                        Disney Interactive Studios
                                                    
","Aug 18, 2013",71,"
7.5
",E10+,Action Adventure,yes,https://www.metacritic.com/game/wii-u/disney-infinity
329,"
The LEGO Movie Videogame
","

                                                        Wii U
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Feb  7, 2014",68,"
7.7
",E10+,Fantasy,no,https://www.metacritic.com/game/wii-u/the-lego-movie-videogame
330,"
Tomb Raider: Definitive Edition
","

                                                        Xbox One
                                                    
","

                                                        Square Enix
                                                    
","Jan 28, 2014",86,"
7.8
",M,Modern,yes,https://www.metacritic.com/game/xbox-one/tomb-raider-definitive-edition
331,"
The LEGO Movie Videogame
","

                                                        Xbox One
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Feb  7, 2014",69,"
6.8
",E10+,Action Adventure,no,https://www.metacritic.com/game/xbox-one/the-lego-movie-videogame
332,"
LEGO The Hobbit
","

                                                        PlayStation 4
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Apr  8, 2014",72,"
6.6
",E10+,Historic,no,https://www.metacritic.com/game/playstation-4/lego-the-hobbit
333,"
Gravity Rush
","

                                                        PlayStation Vita
                                                    
","

                                                        SCEA
                                                    
","Jun 12, 2012",83,"
8.6
",T,Action,no,https://www.metacritic.com/game/playstation-vita/gravity-rush
334,"
Starlink: Battle for Atlas
","

                                                        Switch
                                                    
","

                                                        Ubisoft
                                                    
","Oct 16, 2018",74,"
7.8
",E10+,Simulation,no,https://www.metacritic.com/game/switch/starlink-battle-for-atlas
335,"
Metroid: Samus Returns
","

                                                        3DS
                                                    
","

                                                        Nintendo
                                                    
","Sep 15, 2017",85,"
8.7
",E10+,Action,no,https://www.metacritic.com/game/3ds/metroid-samus-returns
336,"
Just Cause 4
","

                                                        PlayStation 4
                                                    
","

                                                        Square Enix
                                                    
","Dec  4, 2018",65,"
4.8
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-4/just-cause-4
337,"
Hitman 2
","

                                                        PlayStation 4
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Nov  9, 2018",82,"
8.3
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-4/hitman-2
338,"
Watch Dogs
","

                                                        PC
                                                    
","

                                                        Ubisoft
                                                    
","May 26, 2014",77,"
5.8
",M,Miscellaneous,yes,https://www.metacritic.com/game/pc/watch-dogs
339,"
Batman: Arkham Origins Blackgate
","

                                                        PlayStation Vita
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Oct 25, 2013",61,"
6.8
",T,Action,no,https://www.metacritic.com/game/playstation-vita/batman-arkham-origins-blackgate
340,"
State of Decay 2
","

                                                        Xbox One
                                                    
","

                                                        Microsoft Game Studios
                                                    
","May 18, 2018",66,"
5.6
",M,Action Adventure,yes,https://www.metacritic.com/game/xbox-one/state-of-decay-2
341,"
LEGO DC Super-Villains
","

                                                        PlayStation 4
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Oct 16, 2018",74,"
6.4
",E10+,Action Adventure,no,https://www.metacritic.com/game/playstation-4/lego-dc-super-villains
342,"
LEGO The Hobbit
","

                                                        Xbox 360
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Apr  8, 2014",70,"
8.4
",E10+,Historic,no,https://www.metacritic.com/game/xbox-360/lego-the-hobbit
343,"
Skylanders SuperChargers
","

                                                        PlayStation 4
                                                    
","

                                                        Activision
                                                    
","Sep 20, 2015",81,"
3.8
",E10+,Action,yes,https://www.metacritic.com/game/playstation-4/skylanders-superchargers
344,"
Terraria
","

                                                        PlayStation 3
                                                    
","

                                                        505 Games
                                                    
","Mar 26, 2013",81,"
8.1
",T,Action,yes,https://www.metacritic.com/game/playstation-3/terraria
345,"
LEGO DC Super-Villains
","

                                                        Switch
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Oct 16, 2018",75,"
7.6
",E10+,Action Adventure,no,https://www.metacritic.com/game/switch/lego-dc-super-villains
346,"
LEGO The Lord of the Rings
","

                                                        3DS
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Oct 30, 2012",61,"
7.6
",E10+,Miscellaneous,no,https://www.metacritic.com/game/3ds/lego-the-lord-of-the-rings
347,"
LEGO Harry Potter: Years 5-7
","

                                                        3DS
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Nov 11, 2011",71,"
6.7
",E10+,Action Adventure,no,https://www.metacritic.com/game/3ds/lego-harry-potter-years-5-7
348,"
Metal Gear Solid: Snake Eater 3D
","

                                                        3DS
                                                    
","

                                                        Konami
                                                    
","Feb 21, 2012",78,"
7.9
",M,Action Adventure,no,https://www.metacritic.com/game/3ds/metal-gear-solid-snake-eater-3d
349,"
Assassin's Creed III
","

                                                        Wii U
                                                    
","

                                                        Ubisoft
                                                    
","Nov 18, 2012",85,"
7.3
",M,Action Adventure,yes,https://www.metacritic.com/game/wii-u/assassins-creed-iii
350,"
Gravity Rush 2
","

                                                        PlayStation 4
                                                    
","

                                                        SCEA
                                                    
					, 						
                                                        SCEI
                                                    
					, 						
                                                        Sony Interactive Entertainment
                                                    
","Jan 20, 2017",80,"
8.1
",T,Action,no,https://www.metacritic.com/game/playstation-4/gravity-rush-2
351,"
LEGO Legends of Chima: Laval's Journey
","

                                                        3DS
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Jun 25, 2013",65,"
6.4
",E10+,Action,no,https://www.metacritic.com/game/3ds/lego-legends-of-chima-lavals-journey
352,"
Murdered: Soul Suspect
","

                                                        PlayStation 4
                                                    
","

                                                        Square Enix
                                                    
","Jun  3, 2014",59,"
6.9
",M,Action,no,https://www.metacritic.com/game/playstation-4/murdered-soul-suspect
353,"
Batman: Arkham Origins
","

                                                        Wii U
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Oct 25, 2013",68,"
7.6
",T,Action Adventure,no,https://www.metacritic.com/game/wii-u/batman-arkham-origins
354,"
Sonic Boom: Rise of Lyric
","

                                                        Wii U
                                                    
","

                                                        Sega
                                                    
","Nov 11, 2014",32,"
3.6
",E10+,General,no,https://www.metacritic.com/game/wii-u/sonic-boom-rise-of-lyric
355,"
LEGO DC Super-Villains
","

                                                        Xbox One
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Oct 16, 2018",72,"
6.2
",E10+,Action Adventure,no,https://www.metacritic.com/game/xbox-one/lego-dc-super-villains
356,"
Assassin's Creed IV: Black Flag
","

                                                        Wii U
                                                    
","

                                                        Ubisoft
                                                    
","Oct 29, 2013",86,"
7.7
",M,Action Adventure,yes,https://www.metacritic.com/game/wii-u/assassins-creed-iv-black-flag
357,"
Just Cause 4
","

                                                        Xbox One
                                                    
","

                                                        Square Enix
                                                    
","Dec  4, 2018",70,"
5.7
",M,Action Adventure,no,https://www.metacritic.com/game/xbox-one/just-cause-4
358,"
SIREN: Blood Curse
","

                                                        PlayStation 3
                                                    
","

                                                        SCEA
                                                    
","Jul 24, 2008",78,"
8.0
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-3/siren-blood-curse
359,"
LEGO The Hobbit
","

                                                        Xbox One
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Apr  8, 2014",69,"
6.9
",E10+,Historic,no,https://www.metacritic.com/game/xbox-one/lego-the-hobbit
360,"
Family Guy: Back to the Multiverse
","

                                                        PlayStation 3
                                                    
","

                                                        Activision
                                                    
","Nov 20, 2012",40,"
6.3
",M,Action,no,https://www.metacritic.com/game/playstation-3/family-guy-back-to-the-multiverse
361,"
Batman: Arkham Origins Blackgate
","

                                                        3DS
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Oct 25, 2013",68,"
7.0
",T,Action,no,https://www.metacritic.com/game/3ds/batman-arkham-origins-blackgate
362,"
Robinson: The Journey
","

                                                        PlayStation 4
                                                    
","

                                                        Crytek
                                                    
					, 						
                                                        Sony Interactive Entertainment
                                                    
","Nov  8, 2016",64,"
6.6
",E,Action Adventure,no,https://www.metacritic.com/game/playstation-4/robinson-the-journey
363,"
ReCore
","

                                                        Xbox One
                                                    
","

                                                        Microsoft Game Studios
                                                    
","Sep 13, 2016",63,"
6.7
",T,Action Adventure,no,https://www.metacritic.com/game/xbox-one/recore
364,"
Family Guy: Back to the Multiverse
","

                                                        Xbox 360
                                                    
","

                                                        Activision
                                                    
","Nov 20, 2012",39,"
4.9
",M,Action,no,https://www.metacritic.com/game/xbox-360/family-guy-back-to-the-multiverse
365,"
Far Cry Primal
","

                                                        PC
                                                    
","

                                                        Ubisoft
                                                    
","Feb 29, 2016",74,"
6.0
",M,Action,no,https://www.metacritic.com/game/pc/far-cry-primal
366,"
Darksiders II: Deathinitive Edition
","

                                                        PlayStation 4
                                                    
","

                                                        Nordic Games Publishing
                                                    
","Oct 30, 2015",72,"
7.4
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-4/darksiders-ii-deathinitive-edition
367,"
No Man's Sky
","

                                                        Xbox One
                                                    
","

                                                        505 Games
                                                    
","Jul 24, 2018",77,"
7.5
",T,Action Adventure,yes,https://www.metacritic.com/game/xbox-one/no-mans-sky
368,"
Hitman 2
","

                                                        Xbox One
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Nov  9, 2018",84,"
7.9
",M,Action Adventure,yes,https://www.metacritic.com/game/xbox-one/hitman-2
369,"
Judgment
","

                                                        PlayStation 4
                                                    
","

                                                        Sega
                                                    
","Jun 21, 2019",80,"
8.6
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-4/judgment
370,"
Conan Exiles
","

                                                        PlayStation 4
                                                    
","

                                                        Funcom
                                                    
					, 						
                                                        Maximum Games
                                                    
","May  8, 2018",68,"
5.3
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-4/conan-exiles
371,"
State of Decay: Year One Survival Edition
","

                                                        Xbox One
                                                    
","

                                                        Microsoft Game Studios
                                                    
","Apr 28, 2015",72,"
6.9
",M,Horror,no,https://www.metacritic.com/game/xbox-one/state-of-decay-year-one-survival-edition
372,"
Castlevania: Lords of Shadow 2
","

                                                        PlayStation 3
                                                    
","

                                                        Konami
                                                    
","Feb 25, 2014",63,"
7.7
",M,Fantasy,no,https://www.metacritic.com/game/playstation-3/castlevania-lords-of-shadow-2
373,"
Code of Princess
","

                                                        3DS
                                                    
","

                                                        Atlus
                                                    
","Oct  9, 2012",67,"
7.4
",T,Role-Playing,yes,https://www.metacritic.com/game/3ds/code-of-princess
374,"
Sleeping Dogs: Definitive Edition
","

                                                        Xbox One
                                                    
","

                                                        Square Enix
                                                    
","Oct 14, 2014",75,"
8.1
",M,Action Adventure,no,https://www.metacritic.com/game/xbox-one/sleeping-dogs-definitive-edition
375,"
Murdered: Soul Suspect
","

                                                        Xbox One
                                                    
","

                                                        Square Enix
                                                    
","Jun  3, 2014",51,"
7.1
",M,Action,no,https://www.metacritic.com/game/xbox-one/murdered-soul-suspect
376,"
Dead Rising 4: Frank's Big Package
","

                                                        PlayStation 4
                                                    
","

                                                        Capcom
                                                    
","Dec  5, 2017",72,"
5.8
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-4/dead-rising-4-franks-big-package
377,"
Just Cause 3
","

                                                        PC
                                                    
","

                                                        Square Enix
                                                    
","Nov 30, 2015",74,"
5.8
",M,Sci-Fi,no,https://www.metacritic.com/game/pc/just-cause-3
378,"
Darksiders II
","

                                                        Wii U
                                                    
","

                                                        THQ
                                                    
","Nov 18, 2012",85,"
7.7
",M,Modern,no,https://www.metacritic.com/game/wii-u/darksiders-ii
379,"
Gravity Rush Remastered
","

                                                        PlayStation 4
                                                    
","

                                                        SCEA
                                                    
","Feb  2, 2016",80,"
8.1
",T,Action,no,https://www.metacritic.com/game/playstation-4/gravity-rush-remastered
380,"
Assassin's Creed Rogue Remastered
","

                                                        PlayStation 4
                                                    
","

                                                        Bandai Namco Games
                                                    
","Mar 20, 2018",71,"
6.6
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-4/assassins-creed-rogue-remastered
381,"
Okami HD
","

                                                        PlayStation 3
                                                    
","

                                                        Capcom
                                                    
","Oct 30, 2012",90,"
9.0
",T,Fantasy,no,https://www.metacritic.com/game/playstation-3/okami-hd
382,"
We Happy Few
","

                                                        PlayStation 4
                                                    
","

                                                        Gearbox Publishing
                                                    
","Aug 10, 2018",67,"
5.4
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-4/we-happy-few
383,"
Watch Dogs
","

                                                        Wii U
                                                    
","

                                                        Ubisoft
                                                    
","Nov 18, 2014",62,"
6.8
",M,Modern,yes,https://www.metacritic.com/game/wii-u/watch-dogs
384,"
Tom Clancy's Splinter Cell: Blacklist
","

                                                        Wii U
                                                    
","

                                                        Ubisoft
                                                    
","Aug 20, 2013",75,"
7.8
",M,Action Adventure,yes,https://www.metacritic.com/game/wii-u/tom-clancys-splinter-cell-blacklist
385,"
LEGO Batman 2: DC Super Heroes
","

                                                        Wii U
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","May 21, 2013",77,"
7.5
",E10+,Action Adventure,no,https://www.metacritic.com/game/wii-u/lego-batman-2-dc-super-heroes
386,"
Terraria
","

                                                        PlayStation Vita
                                                    
","

                                                        505 Games
                                                    
","Dec 17, 2013",85,"
8.0
",T,Action,yes,https://www.metacritic.com/game/playstation-vita/terraria
387,"
Starlink: Battle for Atlas
","

                                                        PlayStation 4
                                                    
","

                                                        Ubisoft
                                                    
","Oct 16, 2018",70,"
5.9
",E10+,Simulation,no,https://www.metacritic.com/game/playstation-4/starlink-battle-for-atlas
388,"
Starlink: Battle for Atlas
","

                                                        Xbox One
                                                    
","

                                                        Ubisoft
                                                    
","Oct 16, 2018",78,"
6.6
",E10+,Simulation,no,https://www.metacritic.com/game/xbox-one/starlink-battle-for-atlas
389,"
Resident Evil 4
","

                                                        PlayStation 4
                                                    
","

                                                        Capcom
                                                    
","Aug 30, 2016",82,"
8.5
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-4/resident-evil-4
